automaticTrigger;0f;2f;10f;10f;openingCutscene
automaticTrigger;0f;-11700f;10f;10f;checkpointReached
automaticTrigger;0f;-13000f;10f;10f;doYourWorst
automaticTrigger;0f;-15000f;10f;10f;gardDies
automaticTrigger;0f;-18000f;10f;10f;thankYouGard
automaticTrigger;0f;-19300f;10f;10f;apoIsComingUp
automaticTrigger;0f;-20300f;10f;10f;whatTheHell
automaticTrigger;0f;-22500f;10f;10f;shock
automaticTrigger;0f;-26500f;10f;10f;theyDidThis
automaticTrigger;0f;-27600f;10f;10f;levelFinished
burningFragment;235;-20120;1;600
burningFragment;685;-20220;1;600
burningFragment;785;-20990;1;600
burningFragment;505;-20960;1;600
burningFragment;155;-21050;1;600
burningFragment;15;-21290;1;600
burningFragment;315;-21200;1;600
burningFragment;665;-21250;1;600
burningFragment;925;-21480;1;600
burningFragment;645;-21540;1;600
burningFragment;515;-21520;1;600
burningFragment;285;-21600;1;600
burningFragment;175;-21660;1;600
burningFragment;455;-20330;1;600
burningFragment;275;-20740;1;600
burningFragment;35;-20700;1;600
burningFragment;915;-20620;1;600
smallAsteroid;683;-2647;1;0
smallAsteroid;763;-2667;1;0
smallAsteroid;763;-2597;1;0
smallAsteroid;683;-2587;1;0
centipede;120;-2503;1;720;0;-6
centipede;-100;-4560;1;0;5;3
centipede;1060;-4613;1;100;-5;3
smallAsteroid;263;-4987;1;0
smallAsteroid;183;-4997;1;0
smallAsteroid;123;-4937;1;0
smallAsteroid;53;-4917;1;0
smallAsteroid;-17;-4947;1;0
centipede;770;-5223;1;0;-1;4
smallAsteroid;653;-2037;1;0
smallAsteroid;723;-2007;1;0
smallAsteroid;623;-3897;1;0
smallAsteroid;703;-3907;1;0
centipede;110;-5553;1;0;0;4
bomb;388;-1792;1;0
bomb;938;-6042;1;0
smallAsteroid;133;-6587;1;0
smallAsteroid;53;-6587;1;0
smallAsteroid;913;-7237;1;0
smallAsteroid;983;-7237;1;0
smallAsteroid;363;-6907;1;0
smallAsteroid;443;-6907;1;0
centipede;1080;-6703;1;250;-5;0
centipede;1100;-5263;1;350;-5;-4
centipede;500;-7583;1;720;0;-6
centipede;330;-9153;1;0;0;3
lurker;130;-7760;1;1000
lurker;840;-9580;1;190
lurker;790;-10580;1;100
lurker;880;-10660;1;100
lurker;960;-10740;1;100
lurker;960;-10580;1;200
repair;890;-7960;1;0
powerup;545;-8915;1;0
centipede;650;-8983;1;0;0;3
centipede;-100;-7053;1;200;5;0
lurker;80;-11820;1;190
lurker;0;-12150;1;190
lurker;110;-12380;1;190
centipede;1080;-12763;1;300;-5;-4
lurker;800;-13440;1;200
lurker;940;-13380;1;200
lurker;70;-13920;1;200
repair;150;-10240;1;0
centipede;-110;-14263;1;150;5;0
centipede;1070;-14513;1;100;-5;0
lurker;390;-15010;1;130
lurker;460;-14970;1;130
lurker;510;-15050;1;130
lurker;90;-16060;1;200
lurker;920;-16170;1;200
centipede;-100;-16233;1;340;5;-4
smallAsteroid;373;-17377;1;0
smallAsteroid;293;-17387;1;0
