automaticTrigger;0f;-10000f;10f;10f;endLevel
burningFragment;105;-505;1;500
burningFragment;345;-765;1;500
burningFragment;745;-565;1;500
burningFragment;575;-805;1;500
burningFragment;765;-1065;1;500
burningFragment;885;-1215;1;500
burningFragment;505;-1225;1;500
burningFragment;345;-1215;1;500
burningFragment;65;-1225;1;500
burningFragment;165;-1585;1;500
burningFragment;615;-1635;1;500
burningFragment;415;-1885;1;500
burningFragment;655;-1945;1;500
burningFragment;5;-2075;1;500
burningFragment;135;-2055;1;500
