automaticTrigger;0f;2f;10f;10f;openingCutscene
automaticTrigger;0f;-300f;10f;10f;howToMove
automaticTrigger;0f;-2500f;10f;10f;howToShoot
automaticTrigger;0f;-5400f;10f;10f;howToTeleport
automaticTrigger;0f;-9400f;10f;10f;teleportThroughObstacles
automaticTrigger;0f;-11400f;10f;10f;teleportKill
automaticTrigger;0f;-12800f;10f;10f;powerups
automaticTrigger;0f;-14600f;10f;10f;bombs
automaticTrigger;0f;-16300f;10f;10f;useBombsSparingly
automaticTrigger;0f;-18100f;10f;10f;nicelyDone
automaticTrigger;0f;-19000f;10f;10f;levelFinished
target;510;-2790;1;0
target;740;-2930;1;0
target;440;-3270;1;0
target;190;-3270;1;0
target;670;-3560;1;0
target;500;-4420;1;0
target;640;-4560;1;0
target;820;-4560;1;0
target;850;-7600;1;0
target;140;-7850;1;0
target;850;-8030;1;0
target;140;-8290;1;0
target;780;-8540;1;0
target;490;-8590;1;0
target;230;-8680;1;0
target;490;-8770;1;0
target;780;-8830;1;0
target;850;-9860;1;0
target;770;-9860;1;0
target;200;-10240;1;0
target;120;-10240;1;0
target;880;-10590;1;0
target;800;-10590;1;0
target;300;-11920;1;0
target;570;-12140;1;0
powerup;645;-12815;1;0
target;740;-13310;1;0
target;820;-13310;1;0
target;570;-13500;1;0
target;650;-13500;1;0
repair;230;-14030;1;0
bomb;440;-14690;1;0
bomb;560;-14690;1;0
bomb;500;-14750;1;0
target;140;-15610;1;0
target;390;-15610;1;0
target;640;-15610;1;0
target;820;-15760;1;0
target;570;-15760;1;0
target;320;-15760;1;0
target;460;-15890;1;0
target;610;-17220;1;0
target;860;-17220;1;0
target;420;-17400;1;0
target;670;-17400;1;0
