automaticTrigger;0f;2f;10f;10f;openingCutscene
automaticTrigger;0f;-11700f;10f;10f;checkpointReached
automaticTrigger;0f;-13000f;10f;10f;doYourWorst
automaticTrigger;0f;-15000f;10f;10f;gardDies
automaticTrigger;0f;-18000f;10f;10f;thankYouGard
automaticTrigger;0f;-19300f;10f;10f;apoIsComingUp
automaticTrigger;0f;-20300f;10f;10f;whatTheHell
automaticTrigger;0f;-22500f;10f;10f;shock
automaticTrigger;0f;-26500f;10f;10f;theyDidThis
automaticTrigger;0f;-27600f;10f;10f;levelFinished
burningFragment;235;-20120;1;600
burningFragment;685;-20220;1;600
burningFragment;785;-20990;1;600
burningFragment;505;-20960;1;600
burningFragment;155;-21050;1;600
burningFragment;15;-21290;1;600
burningFragment;315;-21200;1;600
burningFragment;665;-21250;1;600
burningFragment;925;-21480;1;600
burningFragment;645;-21540;1;600
burningFragment;515;-21520;1;600
burningFragment;285;-21600;1;600
burningFragment;175;-21660;1;600
burningFragment;455;-20330;1;600
burningFragment;275;-20740;1;600
burningFragment;35;-20700;1;600
burningFragment;915;-20620;1;600
