automaticTrigger;0f;2f;10f;10f;openingCutscene
automaticTrigger;0f;-3000f;10f;10f;pursuing drones!
automaticTrigger;0f;-7000f;10f;10f;Out of the asteroids
automaticTrigger;0f;-9000f;10f;10f;Rudinger's defences
automaticTrigger;0f;-11700f;10f;10f;Checkpoint
automaticTrigger;0f;-13000f;10f;10f;Do your worst
automaticTrigger;0f;-15000f;10f;10f;Gard dies
automaticTrigger;0f;-18000f;10f;10f;I made it
automaticTrigger;0f;-19300f;10f;10f;Apo is up
automaticTrigger;0f;-20300f;10f;10f;What the hell?
automaticTrigger;0f;-22500f;10f;10f;Shock
automaticTrigger;0f;-26500f;10f;10f;They did this?
automaticTrigger;0f;-27600f;10f;10f;endLevel
smallAsteroid;568;-1792;-1;440
smallAsteroid;748;-1982;-1;440
smallAsteroid;328;-2162;1;400
smallAsteroid;448;-2102;1;400
smallAsteroid;188;-2212;1;400
smallAsteroid;928;-2292;-1;550
smallAsteroid;828;-2352;-1;550
smallAsteroid;878;-2452;-1;550
smallAsteroid;738;-2482;-1;550
smallAsteroid;408;-2572;1;510
smallAsteroid;548;-2662;1;510
smallAsteroid;618;-2772;1;510
smallAsteroid;438;-2722;1;510
smallAsteroid;98;-2042;1;400
smallAsteroid;28;-1932;1;400
flameDrone;158;-3350;1;120
drone;24;-3580;1;150
drone;334;-3580;1;130
flameDrone;180;-4280;1;120
flameDrone;740;-4280;1;120
drone;154;-4840;1;120
drone;644;-4840;1;140
drone;824;-5060;1;130
drone;574;-5060;1;120
drone;324;-5060;1;110
drone;404;-4840;1;130
smallAsteroid;68;-5562;1;300
smallAsteroid;158;-5642;1;300
smallAsteroid;258;-5702;1;300
smallAsteroid;368;-5652;1;300
smallAsteroid;478;-5802;1;300
smallAsteroid;68;-5842;1;300
smallAsteroid;208;-5902;1;300
smallAsteroid;338;-5882;1;300
flameDrone;708;-5650;1;120
flameDrone;820;-6260;1;120
repair;495;-6445;1;0
reaperDrone;-20;-9295;1;110
reaperDrone;560;-9295;1;110
drone;124;-9870;1;80
drone;214;-9870;1;130
drone;754;-9990;1;110
drone;844;-9990;1;120
drone;404;-10160;1;140
drone;494;-10160;1;110
drone;84;-10380;1;120
drone;174;-10380;1;130
powerup;498;-8350;1;0
octaDrone;325;-9665;1;80
octaDrone;605;-9665;1;80
waspDrone;205;-10655;1;110
waspDrone;205;-10815;1;120
waspDrone;755;-10655;-1;130
waspDrone;755;-10815;-1;110
waspDrone;315;-11045;-1;110
waspDrone;615;-11045;1;110
reaperDrone;30;-12235;1;90
reaperDrone;510;-12435;1;90
waspDrone;215;-12635;1;110
waspDrone;355;-12695;1;110
waspDrone;515;-12755;1;110
powerup;278;-12820;1;0
repair;675;-11735;1;0
octaDrone;675;-13215;1;80
octaDrone;285;-13215;1;80
reaperDrone;510;-13615;1;90
reaperDrone;0;-13815;1;90
flameDrone;648;-14150;1;120
drone;114;-14130;1;120
drone;364;-14130;1;130
smallShip;56;-14440;1;0
smallShip;56;-14490;1;0
smallShip;56;-14540;1;0
smallShip;916;-14590;-1;0
smallShip;916;-14630;-1;0
smallShip;916;-14670;-1;0
blasterDrone;485;-14960;-1;30
waspDrone;595;-15135;1;130
waspDrone;595;-15285;1;130
waspDrone;345;-15285;-1;130
waspDrone;345;-15135;-1;130
smallShip;496;-16160;1;0
smallShip;496;-16210;-1;0
smallShip;496;-16260;1;0
smallShip;496;-16310;-1;0
smallShip;496;-16360;1;0
smallShip;496;-16410;-1;0
waspDrone;125;-16915;1;100
waspDrone;375;-16915;1;110
waspDrone;625;-16915;-1;90
waspDrone;855;-16915;-1;100
drone;244;-16480;-1;120
drone;764;-16480;-1;120
burningFragment;235;-20120;1;600
burningFragment;685;-20220;1;600
burningFragment;785;-20990;1;600
burningFragment;505;-20960;1;600
burningFragment;155;-21050;1;600
burningFragment;15;-21290;1;600
burningFragment;315;-21200;1;600
burningFragment;665;-21250;1;600
burningFragment;925;-21480;1;600
burningFragment;645;-21540;1;600
burningFragment;515;-21520;1;600
burningFragment;285;-21600;1;600
burningFragment;175;-21660;1;600
burningFragment;455;-20330;1;600
burningFragment;275;-20740;1;600
burningFragment;35;-20700;1;600
burningFragment;915;-20620;1;600
