automaticTrigger;0f;2f;10f;10f;openingCutscene
automaticTrigger;0f;-250f;10f;10f;heading_out
automaticTrigger;0f;-1250f;10f;10f;somethings_wrong
automaticTrigger;0f;-11950f;10f;10f;Checkpoint!
automaticTrigger;0f;-12500f;10f;10f;send_in_the_flameDrones_>:)
automaticTrigger;0f;-13100f;10f;10f;who_was_that?
automaticTrigger;0f;-23900f;10f;10f;I_think_we_made_it
automaticTrigger;0f;-25100f;10f;10f;Level_finished
reaperDrone;270;-2050;1;100
reaperDrone;280;-3810;1;130
octaDrone;235;-3225;1;100
octaDrone;715;-3225;1;100
reaperDrone;30;-4330;1;120
reaperDrone;500;-4600;1;120
smallShip;76;-2490;1;0
smallShip;76;-2600;1;0
smallShip;76;-2710;1;0
smallShip;896;-2540;-1;0
smallShip;896;-2670;-1;0
smallShip;896;-2810;-1;0
reaperDrone;20;-4890;1;120
reaperDrone;500;-5190;1;120
drone;164;-2340;1;150
drone;794;-2340;1;150
drone;484;-3410;1;170
reaperDrone;30;-5530;1;120
waspDrone;65;-5845;1;100
waspDrone;195;-5985;1;100
waspDrone;545;-6105;-1;100
waspDrone;255;-6745;1;140
waspDrone;585;-7295;-1;140
waspDrone;175;-7415;1;120
repair;655;-5485;-1;0
bomb;775;-6362;1;0
waspDrone;535;-7075;-1;140
bomb;475;-7952;1;0
waspDrone;845;-7785;-1;110
waspDrone;595;-7785;-1;130
waspDrone;345;-7785;1;130
waspDrone;95;-7785;1;110
waspDrone;255;-6385;1;140
reaperDrone;250;-8510;1;100
drone;84;-8430;1;120
drone;854;-8430;1;120
kamikazeDrone;238;-9342;1;0
kamikazeDrone;728;-9702;1;0
kamikazeDrone;78;-9972;1;0
kamikazeDrone;868;-10262;1;0
kamikazeDrone;478;-10122;1;0
kamikazeDrone;148;-10662;1;0
kamikazeDrone;378;-10912;1;0
kamikazeDrone;878;-10792;1;0
kamikazeDrone;188;-11192;1;0
kamikazeDrone;88;-10492;1;0
kamikazeDrone;768;-11042;1;0
flameDrone;458;-13460;1;120
flameDrone;188;-14480;1;120
flameDrone;718;-14470;1;120
repair;495;-14155;1;0
flameDrone;248;-13920;1;120
flameDrone;698;-13920;1;120
blasterDrone;495;-11270;1;30
blasterDrone;495;-10670;1;30
drone;244;-4090;1;150
blasterDrone;475;-14970;1;30
waspDrone;695;-15265;1;100
waspDrone;585;-15185;-1;100
waspDrone;335;-15555;1;100
waspDrone;815;-15875;-1;100
waspDrone;605;-15965;-1;130
powerup;268;-16820;1;0
smallShip;776;-17090;-1;0
smallShip;776;-17150;-1;0
smallShip;776;-17210;-1;0
octaDrone;665;-16955;-1;70
reaperDrone;260;-17650;1;110
kamikazeDrone;78;-17782;1;0
kamikazeDrone;888;-17782;1;0
flameDrone;228;-16250;1;120
flameDrone;488;-18160;1;120
waspDrone;135;-18325;1;100
waspDrone;135;-18495;1;120
waspDrone;835;-18465;-1;110
waspDrone;835;-18625;-1;130
repair;495;-17365;1;0
octaDrone;495;-19205;1;110
drone;774;-19370;1;130
waspDrone;135;-19985;1;150
smallShip;836;-19780;-1;0
smallShip;836;-19840;-1;0
smallShip;836;-19900;-1;0
blasterDrone;425;-20500;-1;30
reaperDrone;60;-21020;1;80
flameDrone;758;-21010;1;120
flameDrone;158;-21480;1;120
reaperDrone;460;-21450;1;80
flameDrone;758;-21940;1;120
reaperDrone;70;-21970;1;80
reaperDrone;460;-22450;1;80
flameDrone;158;-22460;1;120
flameDrone;758;-22960;1;120
reaperDrone;70;-22970;1;80
